filename,song_name,artist,genre
Abstract_Energy_Flight_-_AudioJam_spectrogram.png,Abstract Energy Flight,AudioJam,Electronic
Acceptance_-_Evgenia_Kostitsyna_spectrogram.png,Acceptance,Evgenia Kostitsyna,Classical
Aching_-_Alles_spectrogram.png,Aching,Alles,Alternative
Acid_(Redux)_-_The_Devil_Music_Co._(2)_spectrogram.png,Acid (Redux),The Devil Music Co. (2),Rock
Acrylic_-_Michael_Ellis_spectrogram.png,Acrylic,Michael Ellis,Pop
African_Dance_-_T-Trider_(2)_spectrogram.png,"African Dance - T,Trider (2)",World
African_Journey_(original_version)_-_T-Trider_(2)_spectrogram.png,"African Journey (original version) - T,Trider (2)",World
African_Mbira_with_Percussion_-_AkashicRecords_spectrogram.png,African Mbira with Percussion,AkashicRecords,World
African_Safari_-_Alexiaction_spectrogram.png,African Safari,Alexiaction,World
africa_-_alessandro_ricci_(2)_spectrogram.png,africa,alessandro ricci (2),World
Africa_-_mickeyhuc_spectrogram.png,Africa,mickeyhuc,World
Africa_The_Cradle_of_Life_(Epic_Version)_-_gregoire.lourme_spectrogram.png,Africa The Cradle of Life (Epic Version),gregoire.lourme,Epic
Agharta_-_Vince_van_Soth_spectrogram.png,Agharta,Vince van Soth,Jazz
alessandro_simonetto_satie_early_and_esoteric_works_i_09_trois_gnossiennes_i._lent_-_Aleksandra_Mikulska_spectrogram.png,alessandro simonetto satie early and esoteric works i 09 trois gnossiennes i. lent,Aleksandra Mikulska,Classical
Alexiaction_-_Meditation (1)_spectrogram.png,Alexiaction,Meditation (1),Ambient
Alexiaction_-_Meditation_spectrogram.png,Alexiaction,Meditation,Ambient
Alex_Davletshin_-_Prelude_in_C (1)_spectrogram.png,Alex Davletshin,Prelude in C (1),Classical
Alex_Davletshin_-_Prelude_in_C_spectrogram.png,Alex Davletshin,Prelude in C,Classical
Alfonso_Lugo_(Feat._Jasmine_Crowe)_-_Alfonso_Lugo_spectrogram.png,Alfonso Lugo (Feat. Jasmine Crowe),Alfonso Lugo,Pop
All_I_Know_-_NF_GS (1)_spectrogram.png,All I Know,NF GS (1),Hip-Hop
All_I_Know_-_NF_GS_spectrogram.png,All I Know,NF GS,Hip-Hop
All_I_Want_-_Esteban_Campbell (1)_spectrogram.png,All I Want,Esteban Campbell (1),Pop
All_I_Want_-_Esteban_Campbell_spectrogram.png,All I Want,Esteban Campbell,Pop
All_My_Love_In_Vain_-_Hot_Fiction_spectrogram.png,All My Love In Vain,Hot Fiction,Rock
All_Novels_-_HonH_spectrogram.png,All Novels,HonH,Pop
All_The_Best_-_EJAY_IVAN_LAC_spectrogram.png,All The Best,EJAY IVAN LAC,Electronic
All_The_Way_-_Just_Matthew_spectrogram.png,All The Way,Just Matthew,Pop
Alone_-_Saint_Rel_(2)_spectrogram.png,Alone,Saint Rel (2),Electronic
Alone_Tonight_-_kydbrown_spectrogram.png,Alone Tonight,kydbrown,Pop
Always_-_THE_DLX (1)_spectrogram.png,Always,THE DLX (1),Pop
Always_-_THE_DLX (2)_spectrogram.png,Always,THE DLX (2),Pop
Always_-_THE_DLX (3)_spectrogram.png,Always,THE DLX (3),Pop
Always_-_THE_DLX_spectrogram.png,Always,THE DLX,Pop
Always_Leaving_-_Color_Out_spectrogram.png,Always Leaving,Color Out,Indie
Ambient_Harp_-_Raw_Vibrations (1)_spectrogram.png,Ambient Harp,Raw Vibrations (1),Ambient
Ambient_Harp_-_Raw_Vibrations_spectrogram.png,Ambient Harp,Raw Vibrations,Ambient
Ambient_Meditation_-_YellowTea_spectrogram.png,Ambient Meditation,YellowTea,Ambient
Ambient_Relax_Meditation_-_DmitriyTaras_(2) (1)_spectrogram.png,Ambient Relax Meditation,DmitriyTaras (2) (1),Ambient
Ambient_Relax_Meditation_-_DmitriyTaras_(2)_spectrogram.png,Ambient Relax Meditation,DmitriyTaras (2),Ambient
Amina_-_P_Steve_Officiel_(3)_spectrogram.png,Amina,P Steve Officiel (3),World
Aminolen_-_Tears_spectrogram.png,Aminolen,Tears,Electronic
Amnesia_-_SloUCobra_a.k.a._Umberto_spectrogram.png,Amnesia,SloUCobra a.k.a. Umberto,Electronic
Amor_Pletórico_-_Living_Camboya_spectrogram.png,Amor Pletórico,Living Camboya,Latin
Anitek_-_TimesUp_feat._Tab_spectrogram.png,Anitek,TimesUp feat. Tab,Hip-Hop
Anomaly_Villain_-_MaC_Asylum_spectrogram.png,Anomaly Villain,MaC Asylum,Hip-Hop
Another_Way_Out_-_Square_a_Saw_spectrogram.png,Another Way Out,Square a Saw,Rock
Answer_-_Square_a_Saw_spectrogram.png,Answer,Square a Saw,Rock
Anyway_-_the.madpix.project_spectrogram.png,Anyway,the.madpix.project,Electronic
An_Empty_Room_-_Caleb_Lemond_spectrogram.png,An Empty Room,Caleb Lemond,Folk
Aria_-_Suite_n°3_pour_orchestre_en_ré_majeur_de_J-S_Bach_(Arietys_Remix)_-_arietys_spectrogram.png,Aria - Suite n°3 pour orchestre en ré majeur de J-S Bach (Arietys Remix),arietys,Classical
ARMA_-_Speaker_System_spectrogram.png,ARMA,Speaker System,Electronic
Arna_Maeve_-_Use (1)_spectrogram.png,Arna Maeve,Use (1),Pop
Arna_Maeve_-_Use_spectrogram.png,Arna Maeve,Use,Pop
Arom_-_Picture_spectrogram.png,Arom,Picture,Pop
Arto_Kumanto_-_Triplet_Droplet_spectrogram.png,Arto Kumanto,Triplet Droplet,Electronic
ARVIVAL_-_Sunset_Cafe_spectrogram.png,ARVIVAL,Sunset Cafe,Chill
Asa_Taura_-_Guides_Song_II (1)_spectrogram.png,Asa Taura,Guides Song II (1),Folk
Asa_Taura_-_Guides_Song_II_spectrogram.png,Asa Taura,Guides Song II,Folk
Ashot_Danielyan_Composer_-_Airy_Day_In_Colombo_(Meditative_Relaxing)_spectrogram.png,Ashot Danielyan Composer,Airy Day In Colombo (Meditative Relaxing),Ambient
Ashot_Danielyan_Composer_-_Airy_Morning_(Meditative_Relaxing) (1)_spectrogram.png,Ashot Danielyan Composer,Airy Morning (Meditative Relaxing) (1),Ambient
Ashot_Danielyan_Composer_-_Airy_Morning_(Meditative_Relaxing)_spectrogram.png,Ashot Danielyan Composer,Airy Morning (Meditative Relaxing),Ambient
"Ashot_Danielyan_Composer_-_Be_My_Sunshine_(Piano_Solo)_-_Cinematic,_Soundtrack,_Romantic,_Sentimental_spectrogram.png",Ashot Danielyan Composer - Be My Sunshine (Piano Solo)," Cinematic, Soundtrack, Romantic, Sentimental",Cinematic
Astray_-_EGOR_BUDENNYY_spectrogram.png,Astray,EGOR BUDENNYY,Electronic
Astronauts_-_Parker_spectrogram.png,Astronauts,Parker,Indie
As_I_Am_-_joshwoodward_spectrogram.png,As I Am,joshwoodward,Folk
As_The_Sky_Opens_Below_Me_-_Tonepoet (1)_spectrogram.png,As The Sky Opens Below Me,Tonepoet (1),Ambient
As_The_Sky_Opens_Below_Me_-_Tonepoet_spectrogram.png,As The Sky Opens Below Me,Tonepoet,Ambient
Atmospheric_Chill_-_Lart_spectrogram.png,Atmospheric Chill,Lart,Chill
AVANT-BEATS_-_Chillhop_spectrogram.png,AVANT-BEATS,Chillhop,Chillhop
A_Break_in_the_Clouds_-_PNFA_spectrogram.png,A Break in the Clouds,PNFA,Electronic
A_Common_Tale_-_Radio_Star_spectrogram.png,A Common Tale,Radio Star,Pop
A_l'ancienne_-_DR_GROOVE_GANG (1)_spectrogram.png,A l'ancienne,DR GROOVE GANG (1),Groove
A_l'ancienne_-_DR_GROOVE_GANG (2)_spectrogram.png,A l'ancienne,DR GROOVE GANG (2),Groove
A_l'ancienne_-_DR_GROOVE_GANG_spectrogram.png,A l'ancienne,DR GROOVE GANG,Groove
A_Lonely_Road_-_Caleb_Lemond (1)_spectrogram.png,A Lonely Road,Caleb Lemond (1),Folk
A_Lonely_Road_-_Caleb_Lemond_spectrogram.png,A Lonely Road,Caleb Lemond,Folk
A_Night_Just_Like_Tonight_-_Lawrence_Beamen_spectrogram.png,A Night Just Like Tonight,Lawrence Beamen,Jazz
A_Step_Closer_To_Your_Room_-_Ping_Pong_Club_spectrogram.png,A Step Closer To Your Room,Ping Pong Club,Indie
