filename,song_name,artist,genre
Abstract_Energy_Flight_-_AudioJam_spectrogram.png,Abstract Energy Flight,AudioJam,Electronic
Acceptance_-_Evgenia_Kostitsyna_spectrogram.png,Acceptance,Evgenia Kostitsyna,Classical
Aching_-_Alles_spectrogram.png,Aching,Alles,Alternative
Acid_(Redux)_-_The_Devil_Music_Co._(2)_spectrogram.png,Acid (Redux),The Devil Music Co. (2),Rock
Acrylic_-_Michael_Ellis_spectrogram.png,Acrylic,Michael Ellis,Pop
African_Dance_-_T-Trider_(2)_spectrogram.png,"African Dance - T,Trider (2)",World
African_Journey_(original_version)_-_T-Trider_(2)_spectrogram.png,"African Journey (original version) - T,Trider (2)",World
African_Mbira_with_Percussion_-_AkashicRecords_spectrogram.png,African Mbira with Percussion,AkashicRecords,World
African_Safari_-_Alexiaction_spectrogram.png,African Safari,Alexiaction,World
africa_-_alessandro_ricci_(2)_spectrogram.png,africa,alessandro ricci (2),World
Africa_-_mickeyhuc_spectrogram.png,Africa,mickeyhuc,World
Africa_The_Cradle_of_Life_(Epic_Version)_-_gregoire.lourme_spectrogram.png,Africa The Cradle of Life (Epic Version),gregoire.lourme,Epic
Agharta_-_Vince_van_Soth_spectrogram.png,Agharta,Vince van Soth,Jazz
alessandro_simonetto_satie_early_and_esoteric_works_i_09_trois_gnossiennes_i._lent_-_Aleksandra_Mikulska_spectrogram.png,alessandro simonetto satie early and esoteric works i 09 trois gnossiennes i. lent,Aleksandra Mikulska,Classical
Alexiaction_-_Meditation (1)_spectrogram.png,Alexiaction,Meditation (1),Ambient
Alexiaction_-_Meditation_spectrogram.png,Alexiaction,Meditation,Ambient
Alex_Davletshin_-_Prelude_in_C (1)_spectrogram.png,Alex Davletshin,Prelude in C (1),Classical
Alex_Davletshin_-_Prelude_in_C_spectrogram.png,Alex Davletshin,Prelude in C,Classical
Alfonso_Lugo_(Feat._Jasmine_Crowe)_-_Alfonso_Lugo_spectrogram.png,Alfonso Lugo (Feat. Jasmine Crowe),Alfonso Lugo,Pop
All_I_Know_-_NF_GS (1)_spectrogram.png,All I Know,NF GS (1),Hip-Hop
All_I_Know_-_NF_GS_spectrogram.png,All I Know,NF GS,Hip-Hop
All_I_Want_-_Esteban_Campbell (1)_spectrogram.png,All I Want,Esteban Campbell (1),Pop
All_I_Want_-_Esteban_Campbell_spectrogram.png,All I Want,Esteban Campbell,Pop
All_My_Love_In_Vain_-_Hot_Fiction_spectrogram.png,All My Love In Vain,Hot Fiction,Rock
All_Novels_-_HonH_spectrogram.png,All Novels,HonH,Pop
All_The_Best_-_EJAY_IVAN_LAC_spectrogram.png,All The Best,EJAY IVAN LAC,Electronic
All_The_Way_-_Just_Matthew_spectrogram.png,All The Way,Just Matthew,Pop
Alone_-_Saint_Rel_(2)_spectrogram.png,Alone,Saint Rel (2),Electronic
Alone_Tonight_-_kydbrown_spectrogram.png,Alone Tonight,kydbrown,Pop
Always_-_THE_DLX (1)_spectrogram.png,Always,THE DLX (1),Pop
Always_-_THE_DLX (2)_spectrogram.png,Always,THE DLX (2),Pop
Always_-_THE_DLX (3)_spectrogram.png,Always,THE DLX (3),Pop
Always_-_THE_DLX_spectrogram.png,Always,THE DLX,Pop
Always_Leaving_-_Color_Out_spectrogram.png,Always Leaving,Color Out,Indie
Ambient_Harp_-_Raw_Vibrations (1)_spectrogram.png,Ambient Harp,Raw Vibrations (1),Ambient
Ambient_Harp_-_Raw_Vibrations_spectrogram.png,Ambient Harp,Raw Vibrations,Ambient
Ambient_Meditation_-_YellowTea_spectrogram.png,Ambient Meditation,YellowTea,Ambient
Ambient_Relax_Meditation_-_DmitriyTaras_(2) (1)_spectrogram.png,Ambient Relax Meditation,DmitriyTaras (2) (1),Ambient
Ambient_Relax_Meditation_-_DmitriyTaras_(2)_spectrogram.png,Ambient Relax Meditation,DmitriyTaras (2),Ambient
Amina_-_P_Steve_Officiel_(3)_spectrogram.png,Amina,P Steve Officiel (3),World
Aminolen_-_Tears_spectrogram.png,Aminolen,Tears,Electronic
Amnesia_-_SloUCobra_a.k.a._Umberto_spectrogram.png,Amnesia,SloUCobra a.k.a. Umberto,Electronic
Amor_Pletórico_-_Living_Camboya_spectrogram.png,Amor Pletórico,Living Camboya,Latin
Anitek_-_TimesUp_feat._Tab_spectrogram.png,Anitek,TimesUp feat. Tab,Hip-Hop
Anomaly_Villain_-_MaC_Asylum_spectrogram.png,Anomaly Villain,MaC Asylum,Hip-Hop
Another_Way_Out_-_Square_a_Saw_spectrogram.png,Another Way Out,Square a Saw,Rock
Answer_-_Square_a_Saw_spectrogram.png,Answer,Square a Saw,Rock
Anyway_-_the.madpix.project_spectrogram.png,Anyway,the.madpix.project,Electronic
An_Empty_Room_-_Caleb_Lemond_spectrogram.png,An Empty Room,Caleb Lemond,Folk
Aria_-_Suite_n°3_pour_orchestre_en_ré_majeur_de_J-S_Bach_(Arietys_Remix)_-_arietys_spectrogram.png,Aria - Suite n°3 pour orchestre en ré majeur de J-S Bach (Arietys Remix),arietys,Classical
ARMA_-_Speaker_System_spectrogram.png,ARMA,Speaker System,Electronic
Arna_Maeve_-_Use (1)_spectrogram.png,Arna Maeve,Use (1),Pop
Arna_Maeve_-_Use_spectrogram.png,Arna Maeve,Use,Pop
Arom_-_Picture_spectrogram.png,Arom,Picture,Pop
Arto_Kumanto_-_Triplet_Droplet_spectrogram.png,Arto Kumanto,Triplet Droplet,Electronic
ARVIVAL_-_Sunset_Cafe_spectrogram.png,ARVIVAL,Sunset Cafe,Chill
Asa_Taura_-_Guides_Song_II (1)_spectrogram.png,Asa Taura,Guides Song II (1),Folk
Asa_Taura_-_Guides_Song_II_spectrogram.png,Asa Taura,Guides Song II,Folk
Ashot_Danielyan_Composer_-_Airy_Day_In_Colombo_(Meditative_Relaxing)_spectrogram.png,Ashot Danielyan Composer,Airy Day In Colombo (Meditative Relaxing),Ambient
Ashot_Danielyan_Composer_-_Airy_Morning_(Meditative_Relaxing) (1)_spectrogram.png,Ashot Danielyan Composer,Airy Morning (Meditative Relaxing) (1),Ambient
Ashot_Danielyan_Composer_-_Airy_Morning_(Meditative_Relaxing)_spectrogram.png,Ashot Danielyan Composer,Airy Morning (Meditative Relaxing),Ambient
"Ashot_Danielyan_Composer_-_Be_My_Sunshine_(Piano_Solo)_-_Cinematic,_Soundtrack,_Romantic,_Sentimental_spectrogram.png",Ashot Danielyan Composer - Be My Sunshine (Piano Solo)," Cinematic, Soundtrack, Romantic, Sentimental",Cinematic
Astray_-_EGOR_BUDENNYY_spectrogram.png,Astray,EGOR BUDENNYY,Electronic
Astronauts_-_Parker_spectrogram.png,Astronauts,Parker,Indie
As_I_Am_-_joshwoodward_spectrogram.png,As I Am,joshwoodward,Folk
As_The_Sky_Opens_Below_Me_-_Tonepoet (1)_spectrogram.png,As The Sky Opens Below Me,Tonepoet (1),Ambient
As_The_Sky_Opens_Below_Me_-_Tonepoet_spectrogram.png,As The Sky Opens Below Me,Tonepoet,Ambient
Atmospheric_Chill_-_Lart_spectrogram.png,Atmospheric Chill,Lart,Chill
AVANT-BEATS_-_Chillhop_spectrogram.png,AVANT-BEATS,Chillhop,Chillhop
A_Break_in_the_Clouds_-_PNFA_spectrogram.png,A Break in the Clouds,PNFA,Electronic
A_Common_Tale_-_Radio_Star_spectrogram.png,A Common Tale,Radio Star,Pop
A_l'ancienne_-_DR_GROOVE_GANG (1)_spectrogram.png,A l'ancienne,DR GROOVE GANG (1),Groove
A_l'ancienne_-_DR_GROOVE_GANG (2)_spectrogram.png,A l'ancienne,DR GROOVE GANG (2),Groove
A_l'ancienne_-_DR_GROOVE_GANG_spectrogram.png,A l'ancienne,DR GROOVE GANG,Groove
A_Lonely_Road_-_Caleb_Lemond (1)_spectrogram.png,A Lonely Road,Caleb Lemond (1),Folk
A_Lonely_Road_-_Caleb_Lemond_spectrogram.png,A Lonely Road,Caleb Lemond,Folk
A_Night_Just_Like_Tonight_-_Lawrence_Beamen_spectrogram.png,A Night Just Like Tonight,Lawrence Beamen,Jazz
A_Step_Closer_To_Your_Room_-_Ping_Pong_Club_spectrogram.png,A Step Closer To Your Room,Ping Pong Club,Indie
Bach_Ave_Maria_Jazz_Piano_-_ABSounds_(3)_spectrogram.png,Bach Ave Maria Jazz Piano,ABSounds (3),Jazz
Background_Music_Lofi_Hip_Hop_Beat_Chill_Lofi_Chill_jazz_lofi_type_beat_-_PeryCreep_spectrogram.png,Background Music Lofi Hip Hop Beat Chill Lofi Chill jazz lofi type beat,PeryCreep,Lo-Fi
Badis_Latitude_Goove_-_Christhelik_(2)_spectrogram.png,Badis Latitude Goove,Christhelik (2),Groove
Bad_Impression_-_West_Coast_Weekend_spectrogram.png,Bad Impression,West Coast Weekend,Rock
Ballyhoo_-_Barefoot_McCoy_spectrogram.png,Ballyhoo,Barefoot McCoy,Folk
Barry_-_Mud_On_Road__ENGINEER_(MASTER)_v2_-_UNSCANNABLE_spectrogram.png,Barry - Mud On Road  ENGINEER (MASTER) v2,UNSCANNABLE,Rock
BASXHKZIR_-_BASXHKZIR_-_Dancing_spectrogram.png,BASXHKZIR - BASXHKZIR,Dancing,Electronic
BASXHKZIR_-_BASXHKZIR_-_Together_spectrogram.png,BASXHKZIR - BASXHKZIR,Together,Electronic
Beach_party_-_Lukas_(3)_spectrogram.png,Beach party,Lukas (3),Pop
Beautiful_Lounge_-_Sergey_Gulevich_spectrogram.png,Beautiful Lounge,Sergey Gulevich,Lounge
Beauty_of_the_sunset_-_Dan_Davies_spectrogram.png,Beauty of the sunset,Dan Davies,Ambient
Been_Waiting_(feat._Rebekka_Salomea)_-_JAIEF_ASONG_(2)_spectrogram.png,Been Waiting (feat. Rebekka Salomea),JAIEF ASONG (2),R&B
Before_Battle_-_Anton_Kowalski_spectrogram.png,Before Battle,Anton Kowalski,Epic
Benz_Truck_ft._Swagg_Milly_-_Ralph_Da_God_(3)_spectrogram.png,Benz Truck ft. Swagg Milly,Ralph Da God (3),Hip-Hop
Berool_-_Soundbathing_-_Chill_Lo-Fi_Hip-Hop_spectrogram.png,Berool - Soundbathing - Chill Lo-Fi Hip,Hop,Lo-Fi
Be_Alright_-_Blueice_DJ_spectrogram.png,Be Alright,Blueice DJ,Electronic
Big_Spenders_-_Ralph_Da_God_(3)_spectrogram.png,Big Spenders,Ralph Da God (3),Hip-Hop
Blockbuster_Trailer_-_soundside_spectrogram.png,Blockbuster Trailer,soundside,Cinematic
Blood_-_All_My_Friends_Hate_Me (1)_spectrogram.png,Blood,All My Friends Hate Me (1),Alternative
Blood_-_All_My_Friends_Hate_Me (2)_spectrogram.png,Blood,All My Friends Hate Me (2),Alternative
Blood_-_All_My_Friends_Hate_Me_spectrogram.png,Blood,All My Friends Hate Me,Alternative
Blow_Your_Ashes_Away_-_Studio_in_the_Sticks_(2)_spectrogram.png,Blow Your Ashes Away,Studio in the Sticks (2),Rock
blue_monday_evening_piano_jazz_session_-_Piano_Dreamer_(2)_spectrogram.png,blue monday evening piano jazz session,Piano Dreamer (2),Jazz
Body_-_Klassik_Frescobar_spectrogram.png,Body,Klassik Frescobar,Hip-Hop
Body_Up_Dj_Wallace_-_dj_wallace_spectrogram.png,Body Up Dj Wallace,dj wallace,Electronic
Bohemia_-_Bellevue_spectrogram.png,Bohemia,Bellevue,Pop
Bonus_track_2_-_(Heaven_for_us_is_under_the_shadow_of_spears)_-_Ivan_Tregub_spectrogram.png,Bonus track 2 - (Heaven for us is under the shadow of spears),Ivan Tregub,Metal
Bonzo_-_Living_Camboya_spectrogram.png,Bonzo,Living Camboya,Latin
Boomerang_-_HoneyChrome_spectrogram.png,Boomerang,HoneyChrome,Pop
Born_Again_-_grace.valhalla_spectrogram.png,Born Again,grace.valhalla,Electronic
Boulvard_X-Audi_-_Make_a_level_spectrogram.png,Boulvard X-Audi,Make a level,Electronic
Boulvard_X-Audi_-_My_inspiration_for_the_day_spectrogram.png,Boulvard X-Audi,My inspiration for the day,Electronic
Bradley_Peck_-_the_most_of_tonight (1)_spectrogram.png,Bradley Peck,the most of tonight (1),Pop
Bradley_Peck_-_the_most_of_tonight_spectrogram.png,Bradley Peck,the most of tonight,Pop
Breathe_-_Bellevue_spectrogram.png,Breathe,Bellevue,Pop
Breathe_-_George_Capon_spectrogram.png,Breathe,George Capon,Pop
Breathe_-_Snowflake_ccMixter_spectrogram.png,Breathe,Snowflake ccMixter,Electronic
breath_of_time_-_Sylwar_spectrogram.png,breath of time,Sylwar,Ambient
Breath_of_Wind_-_Decision_Space_spectrogram.png,Breath of Wind,Decision Space,Ambient
Buck_Slenderly_-_Balance_(Produced_by_Lazuli)_spectrogram.png,Buck Slenderly,Balance (Produced by Lazuli),Hip-Hop
Bulbasound_-_Beautiful_Sleep_Music (1)_spectrogram.png,Bulbasound,Beautiful Sleep Music (1),Ambient
Bulbasound_-_Beautiful_Sleep_Music_spectrogram.png,Bulbasound,Beautiful Sleep Music,Ambient
Burn_With_Me_-_Absolution_Free_spectrogram.png,Burn With Me,Absolution Free,Metal
Butterfly_-_Cafe_Del_Chillia_spectrogram.png,Butterfly,Cafe Del Chillia,Chill
b_å_r_k_a_(feat._bARTek)_-_Tab_(2) (1)_spectrogram.png,b å r k a (feat. bARTek),Tab (2) (1),Electronic
b_å_r_k_a_(feat._bARTek)_-_Tab_(2)_spectrogram.png,b å r k a (feat. bARTek),Tab (2),Electronic
Calm_Lo_Fi_-_Dmitriy_(2)_spectrogram.png,Calm Lo Fi,Dmitriy (2),Lo-Fi
Can't_Dance_To_Your_Rhythm_-_Junk_Love (1)_spectrogram.png,Can't Dance To Your Rhythm,Junk Love (1),Rock
Can't_Dance_To_Your_Rhythm_-_Junk_Love_spectrogram.png,Can't Dance To Your Rhythm,Junk Love,Rock
Can't_Have_It_-_NF_GS_spectrogram.png,Can't Have It,NF GS,Hip-Hop
Carbon_Casca_-_Coming_Up_(Feat._Gee_Flaggz)[Prod._By_Carbon_Casca]_-_Carbon_Casca_spectrogram.png,Carbon Casca - Coming Up (Feat. Gee Flaggz)[Prod. By Carbon Casca],Carbon Casca,Hip-Hop
Carbon_Casca_-_Coming_Up_(Feat._Gee_Flaggz)_-_Carbon_Casca_spectrogram.png,Carbon Casca - Coming Up (Feat. Gee Flaggz),Carbon Casca,Hip-Hop
"Carbon_Casca_-_Heart_Broken_(Feat._Leslie_Carron,_TaBBz_&_Davonia)_-_Carbon_Casca_spectrogram.png","Carbon Casca - Heart Broken (Feat. Leslie Carron, TaBBz & Davonia)",Carbon Casca,Hip-Hop
Cards._-_ERIKSON_spectrogram.png,Cards.,ERIKSON,Pop
Carlos_Carty_-_PIECES_OF_REDEMPTION_spectrogram.png,Carlos Carty,PIECES OF REDEMPTION,World
Caroline_(strings)_-_The_Vow_spectrogram.png,Caroline (strings),The Vow,Classical
Catch_Up_to_Me_-_lillywolf_spectrogram.png,Catch Up to Me,lillywolf,Pop
Caught-off-guard_-_PTOWN1200_spectrogram.png,Caught-off-guard,PTOWN1200,Hip-Hop
Cephas_-_Bigger_Picture_spectrogram.png,Cephas,Bigger Picture,Electronic
Cephas_-_Cephas_-_Feel_The_Bass_(Official_Audio)_spectrogram.png,Cephas - Cephas,Feel The Bass (Official Audio),Electronic
Cephas_-_Euphoric_spectrogram.png,Cephas,Euphoric,Electronic
Cephas_-_In_Place_spectrogram.png,Cephas,In Place,Electronic
Cephas_-_Moonlight_spectrogram.png,Cephas,Moonlight,Electronic
Cephas_-_Too_Far_Away_spectrogram.png,Cephas,Too Far Away,Electronic
Cerebro_reptiliano(Prod.K.El_Nigromante)_-_Edfish_(3)_spectrogram.png,Cerebro reptiliano(Prod.K.El Nigromante),Edfish (3),Hip-Hop
Chains_-_Lower_Loveday (1)_spectrogram.png,Chains,Lower Loveday (1),Alternative
Chains_-_Lower_Loveday (2)_spectrogram.png,Chains,Lower Loveday (2),Alternative
Chains_-_Lower_Loveday_spectrogram.png,Chains,Lower Loveday,Alternative
Chances_-_The_Devil_Music_Co._(2)_spectrogram.png,Chances,The Devil Music Co. (2),Rock
Channeling_-_MauMouse_spectrogram.png,Channeling,MauMouse,Electronic
Cheat_On_Life_-_The_Spin_Wires_(2)_spectrogram.png,Cheat On Life,The Spin Wires (2),Rock
CHEMICALS_-_Glass_Violet (1)_spectrogram.png,CHEMICALS,Glass Violet (1),Alternative
CHEMICALS_-_Glass_Violet_spectrogram.png,CHEMICALS,Glass Violet,Alternative
Cherry_Pie_Ft._Zio_-_Kidd_Young_spectrogram.png,Cherry Pie Ft. Zio,Kidd Young,Hip-Hop
Childsanonymous_-_TRENCHES_spectrogram.png,Childsanonymous,TRENCHES,Hip-Hop
Chill_Ambient_Atmosphere_-_Dmitriy_(2) (1)_spectrogram.png,Chill Ambient Atmosphere,Dmitriy (2) (1),Ambient
Chill_Ambient_Atmosphere_-_Dmitriy_(2)_spectrogram.png,Chill Ambient Atmosphere,Dmitriy (2),Ambient
Chill_Ocelot_-_The_Cold_City_spectrogram.png,Chill Ocelot,The Cold City,Chill
ChoiceTune_-_Get_Crazy_spectrogram.png,ChoiceTune,Get Crazy,Electronic
ChoiceTune_-_Move_Your_Body_spectrogram.png,ChoiceTune,Move Your Body,Electronic
Christian_Raab_-_Close_To_You_(feat._Velvet)_spectrogram.png,Christian Raab,Close To You (feat. Velvet),Pop
christo4us_-_il_colibri_spectrogram.png,christo4us,il colibri,Classical
christo4us_-_luminos_spectrogram.png,christo4us,luminos,Electronic
Cinza_-_gregor_spectrogram.png,Cinza,gregor,Electronic
Circles_-_Color_Out (1)_spectrogram.png,Circles,Color Out (1),Indie
Circles_-_Color_Out_spectrogram.png,Circles,Color Out,Indie
Clair_De_Lune_-_Aurbanni_spectrogram.png,Clair De Lune,Aurbanni,Classical
Claude_Debussy_Arabesque_1_-_Abydos_Musique_spectrogram.png,Claude Debussy Arabesque 1,Abydos Musique,Classical
Clement_Lauro_-_Driving_Night_spectrogram.png,Clement Lauro,Driving Night,Electronic
Clement_Lauro_-_Under_The_Rain_spectrogram.png,Clement Lauro,Under The Rain,Electronic
Clockwork_-_Glass_Violet_spectrogram.png,Clockwork,Glass Violet,Alternative
Close_To_You_-__(767)_spectrogram.png,Close To You,-767,Pop
Closure_-_Acoustic_-_Seth_Power_(2) (1)_spectrogram.png,Closure - Acoustic,Seth Power (2) (1),Acoustic
Closure_-_Acoustic_-_Seth_Power_(2)_spectrogram.png,Closure - Acoustic,Seth Power (2),Acoustic
Collective_-_Branton_spectrogram.png,Collective,Branton,Electronic
Colorful_Creation_-_Decision_Space_spectrogram.png,Colorful Creation,Decision Space,Ambient
Come_Fly_With_Me_-_Monkeyland_(2)_spectrogram.png,Come Fly With Me,Monkeyland (2),Jazz
Come_On_Over_-_Roam_FM_spectrogram.png,Come On Over,Roam FM,Pop
comming_down_-_DeZeL_spectrogram.png,comming down,DeZeL,Electronic
Complimenti_-_Shiva_(2)_spectrogram.png,Complimenti,Shiva (2),Pop
concrete_jungle_-_DR_GROOVE_GANG_spectrogram.png,concrete jungle,DR GROOVE GANG,Groove
Confession_-_Quesabe_spectrogram.png,Confession,Quesabe,Pop
Contemplation_-_Maxim_Zinov'ev_spectrogram.png,Contemplation,Maxim Zinov'ev,Ambient
"Contener_-_Papicherry_ft._Kali_D,_Jtoonz,_Minor_Tunez_&_Cmelody_-_Papicherry_spectrogram.png","Contener - Papicherry ft. Kali D, Jtoonz, Minor Tunez & Cmelody",Papicherry,Hip-Hop
Control_-_samiebower_(2)_spectrogram.png,Control,samiebower (2),R&B
Countosh_-_Niki_J_Crawford_-_The_Second_Truth_-_Niki_J_Crawford (1)_spectrogram.png,Countosh - Niki J Crawford - The Second Truth,Niki J Crawford (1),Soul
Countosh_-_Niki_J_Crawford_-_The_Second_Truth_-_Niki_J_Crawford_spectrogram.png,Countosh - Niki J Crawford - The Second Truth,Niki J Crawford,Soul
Coups_de_soleil_-_whiteyes_spectrogram.png,Coups de soleil,whiteyes,Pop
Crazy_About_You_-_Square_a_Saw_spectrogram.png,Crazy About You,Square a Saw,Rock
Creating_new_tyrans_-_Absolution_Free_spectrogram.png,Creating new tyrans,Absolution Free,Metal
Criminal_-_Axl_amp_Arth_spectrogram.png,Criminal,Axl amp Arth,Pop
Crows_-_Hypnocrates_spectrogram.png,Crows,Hypnocrates,Rock
Crystalline_-_Ping_Pong_Club_spectrogram.png,Crystalline,Ping Pong Club,Indie
Cyberpunk_-_Energysound_(3)_spectrogram.png,Cyberpunk,Energysound (3),Electronic
